source,code,name,brand,normalized_name,unit,packing,size,capacity,price,price_after_promotion,promotion,url,note,crawl_date,product_key
bachhoaxanh,1063021000024,Thùng 24 lon bia Heineken Sleek 330ml,Heineken,thung 24 lon bia heineken sleek 330ml,Thùng,24,,330ml,450000,440000,2%,https://www.bachhoaxanh.com/bia/bia-heineken-sleek-lon-330ml-thung-24,,2025-11-22,HEINEKEN_330ML_24
bachhoaxanh,1253022000315,Thùng 24 lon nước táo lên men Somersby mâm xôi 330ml,Somersby,thung 24 lon nuoc tao len men somersby mam xoi 330ml,Thùng,24,,330ml,479000,479000,,https://www.bachhoaxanh.com/bia/thung-24-lon-nuoc-tao-len-men-somersby-blackberry-vi-mam-xoi-330ml,,2025-11-22,SOMERSBY_330ML_24
bachhoaxanh,1253021000081,Thùng 24 lon bia Bia Việt 330ml,Bia Việt,thung 24 lon bia bia viet 330ml,Thùng,24,,330ml,255000,240000,6%,https://www.bachhoaxanh.com/bia/thung-24-lon-bia-viet-330ml,,2025-11-22,BIAVIỆT_330ML_24
bachhoaxanh,1253022000314,Thùng 24 lon nước táo lên men Somersby 330ml,Somersby,thung 24 lon nuoc tao len men somersby 330ml,Thùng,24,,330ml,479000,479000,,https://www.bachhoaxanh.com/bia/thung-24-lon-nuoc-tao-len-men-somersby-330ml,,2025-11-22,SOMERSBY_330ML_24
bachhoaxanh,1063021000033,Thùng 12 lon bia Budweiser 500ml,Budweiser,thung 12 lon bia budweiser 500ml,Thùng,12,,500ml,349000,349000,,https://www.bachhoaxanh.com/bia/bia-budweiser-lon-500ml-thung-12,,2025-11-22,BUDWEISER_500ML_12
bachhoaxanh,1253021000257,Thùng 24 lon bia 333 Pilsner Extra Smooth lon 330ml,333,thung 24 lon bia 333 pilsner extra smooth lon 330ml,Thùng,24,,330ml,335000,288000,14%,https://www.bachhoaxanh.com/bia/thung-24-lon-bia-333-pilsner-extra-smooth-lon-330ml,,2025-11-22,333_330ML_24
bachhoaxanh,1253021000238,Thùng 24 lon bia Sài Gòn Export Premium 330ml,Sài Gòn,thung 24 lon bia sai gon export premium 330ml,Thùng,24,,330ml,283000,283000,,https://www.bachhoaxanh.com/bia/thung-24-lon-bia-sai-gon-export-premium-330ml,,2025-11-22,SÀIGÒN_330ML_24
bachhoaxanh,1253021000182,Thùng 12 lon bia Sài Gòn Export 330ml,Sài Gòn,thung 12 lon bia sai gon export 330ml,Thùng,12,,330ml,146000,102000,30%,https://www.bachhoaxanh.com/bia/thung-12-lon-bia-sai-gon-export-330ml,,2025-11-22,SÀIGÒN_330ML_12
bachhoaxanh,1253021000194,Bia Lạc Việt lon 330ml,Lạc Việt,bia lac viet lon 330ml,Lon,1,,330ml,12000,12000,,https://www.bachhoaxanh.com/bia/bia-lac-viet-lon-330ml,,2025-11-22,LẠCVIỆT_330ML_1
bachhoaxanh,359497,6 lon cocktail việt quất Chill Blueberry Vodka 320ml,Chill,6 lon cocktail viet quat chill blueberry vodka 320ml,Lon,6,,320ml,144000,144000,,https://www.bachhoaxanh.com/bia/combo-6-lon-nuoc-trai-cay-len-men-chill-blueberry-vodka-vi-viet-quat-320ml,,2025-11-22,CHILL_320ML_6
bachhoaxanh,359494,6 lon cocktail đào Chill Peach Vodka 320ml,Chill,6 lon cocktail ao chill peach vodka 320ml,Lon,6,,320ml,144000,144000,,https://www.bachhoaxanh.com/bia/combo-6-lon-nuoc-trai-cay-len-men-chill-peach-vodka-vi-dao-320ml,,2025-11-22,CHILL_320ML_6
bachhoaxanh,1253021000293,Thùng 24 lon bia Blanc 1664 250ml,1664 Blanc,thung 24 lon bia blanc 1664 250ml,Thùng,24,,250ml,279000,279000,,https://www.bachhoaxanh.com/bia/thung-24-lon-bia-blanc-1664-250ml,,2025-11-22,1664BLANC_250ML_24
bachhoaxanh,1253021000292,Bia Blanc 1664 lon 250ml,1664 Blanc,bia blanc 1664 lon 250ml,Lon,1,,250ml,15000,15000,,https://www.bachhoaxanh.com/bia/bia-blanc-1664-lon-250ml,,2025-11-22,1664BLANC_250ML_1
bachhoaxanh,1253021000285,Thùng 24 lon bia Sài Gòn Chill 250ml,Sài Gòn,thung 24 lon bia sai gon chill 250ml,Thùng,24,,250ml,270000,270000,,https://www.bachhoaxanh.com/bia/thung-24-lon-bia-sai-gon-chill-lon-250ml,,2025-11-22,SÀIGÒN_250ML_24
bachhoaxanh,1253021000284,Bia Sài Gòn Chill lon 250ml,Sài Gòn,bia sai gon chill lon 250ml,Lon,1,,250ml,13000,13000,,https://www.bachhoaxanh.com/bia/bia-sai-gon-chill-lon-250ml,,2025-11-22,SÀIGÒN_250ML_1
bachhoaxanh,1253021000282,6 lon thức uống đại mạch Heineken Zero 250ml,Heineken,6 lon thuc uong ai mach heineken zero 250ml,Lon,6,,250ml,85000,85000,,https://www.bachhoaxanh.com/bia/6-lon-thuc-uong-dai-mach-heineken-zero-250ml,,2025-11-22,HEINEKEN_250ML_6
bachhoaxanh,1253021000281,Thức uống đại mạch Heineken Zero lon 250ml,Heineken,thuc uong ai mach heineken zero lon 250ml,Lon,1,,250ml,15000,15000,,https://www.bachhoaxanh.com/bia/thuc-uong-dai-mach-heineken-zero-lon-250ml,,2025-11-22,HEINEKEN_250ML_1
bachhoaxanh,1253021000280,Thùng 24 lon bia Lạc Việt 330ml,Lạc Việt,thung 24 lon bia lac viet 330ml,Thùng,24,,330ml,258000,139000,46%,https://www.bachhoaxanh.com/bia/thung-24-lon-bia-lac-viet-330ml,,2025-11-22,LẠCVIỆT_330ML_24
bachhoaxanh,1253021000264,24 chai bia Corona Extra 250ml,Corona,24 chai bia corona extra 250ml,Chai,24,,250ml,722000,722000,,https://www.bachhoaxanh.com/bia/24-chai-bia-corona-extra-250ml,,2025-11-22,CORONA_250ML_24
bachhoaxanh,1253021000263,Bia Corona Extra 250ml,Corona,bia corona extra 250ml,Lon,1,,250ml,31000,31000,,https://www.bachhoaxanh.com/bia/bia-corona-extra-250ml,,2025-11-22,CORONA_250ML_1
bachhoaxanh,1253021000266,Bia Budweiser lon 250ml,Budweiser,bia budweiser lon 250ml,Lon,1,,250ml,16300,16300,,https://www.bachhoaxanh.com/bia/bia-budweiser-lon-250ml,,2025-11-22,BUDWEISER_250ML_1
bachhoaxanh,1253021000265,4 lon bia San Miguel Red Horse 500ml,San Miguel,4 lon bia san miguel red horse 500ml,Lon,4,,500ml,96000,96000,,https://www.bachhoaxanh.com/bia/4-lon-bia-san-miguel-red-horse-500ml,,2025-11-22,SANMIGUEL_500ML_4
bachhoaxanh,1253021000259,Bia Tiger lon 250ml,Tiger,bia tiger lon 250ml,Lon,1,,250ml,13200,13200,,https://www.bachhoaxanh.com/bia/bia-tiger-lon-cao-250ml,,2025-11-22,TIGER_250ML_1
bachhoaxanh,1253021000258,Bia Tiger Bạc 250ml,Tiger,bia tiger bac 250ml,Lon,1,,250ml,14300,14300,,https://www.bachhoaxanh.com/bia/bia-tiger-bac-250ml,,2025-11-22,TIGER_250ML_1
bachhoaxanh,1253021000256,Bia 333 Pilsner Extra Smooth lon 330ml,333,bia 333 pilsner extra smooth lon 330ml,Lon,1,,330ml,15000,15000,,https://www.bachhoaxanh.com/bia/bia-333-pilsner-extra-smooth-lon-330ml,,2025-11-22,333_330ML_1
bachhoaxanh,1253022000331,Lốc 6 lon Strongbow Kiwi và thanh long 320ml,Strongbow,loc 6 lon strongbow kiwi va thanh long 320ml,Lon,6,,320ml,125000,125000,,https://www.bachhoaxanh.com/bia/loc-6-lon-strongbow-kiwi-va-thanh-long-lon-320ml,,2025-11-22,STRONGBOW_320ML_6
bachhoaxanh,1253022000326,Strongbow Kiwi và thanh long lon 320ml,Strongbow,strongbow kiwi va thanh long lon 320ml,Lon,1,,320ml,21500,21500,,https://www.bachhoaxanh.com/bia/strongbow-kiwi-va-thanh-long-lon-320ml,,2025-11-22,STRONGBOW_320ML_1
bachhoaxanh,1253022000329,Lốc 6 lon Strongbow thơm và lựu lon 320ml,Strongbow,loc 6 lon strongbow thom va luu lon 320ml,Lon,6,,320ml,125000,125000,,https://www.bachhoaxanh.com/bia/loc-6-lon-strongbow-thom-va-luu-lon-320ml,,2025-11-22,STRONGBOW_320ML_6
bachhoaxanh,1253022000325,Strongbow thơm và lựu lon 320ml,Strongbow,strongbow thom va luu lon 320ml,Lon,1,,320ml,21500,21500,,https://www.bachhoaxanh.com/bia/strongbow-thom-va-luu-lon-320ml,,2025-11-22,STRONGBOW_320ML_1
bachhoaxanh,1253022000324,6 lon nước táo lên men Somersby lon 330ml,Somersby,6 lon nuoc tao len men somersby lon 330ml,Lon,6,,330ml,124500,124500,,https://www.bachhoaxanh.com/bia/thung-6-lon-nuoc-tao-len-men-somersby-lon-330ml-tang-1-ong-lays-100g-vi-bat-ki,,2025-11-22,SOMERSBY_330ML_6
bachhoaxanh,1253022000323,6 lon Somersby Blackberry vị mâm xôi 330ml,Somersby,6 lon somersby blackberry vi mam xoi 330ml,Lon,6,,330ml,124500,124500,,https://www.bachhoaxanh.com/bia/thung-6-lon-nuoc-tao-len-men-somersby-blackberry-vi-mam-xoi-lon-330ml-tang-1-ong-lays-100g-vi-bat-ki,,2025-11-22,SOMERSBY_330ML_6
bachhoaxanh,1253021000249,6 lon bia tuyết Edelweiss 330ml,Edelweiss,6 lon bia tuyet edelweiss 330ml,Lon,6,,330ml,118000,118000,,https://www.bachhoaxanh.com/bia/6-lon-bia-tuyet-edelweiss-330ml,,2025-11-22,EDELWEISS_330ML_6
bachhoaxanh,1253021000248,6 lon cao bia Tiger 330ml,Tiger,6 lon cao bia tiger 330ml,Lon,6,,330ml,99500,99500,,https://www.bachhoaxanh.com/bia/6-lon-bia-tiger-lon-cao-330ml,,2025-11-22,TIGER_330ML_6
bachhoaxanh,1253021000246,Bia Tiger lon 330ml,Tiger,bia tiger lon 330ml,Lon,1,,330ml,17500,17500,,https://www.bachhoaxanh.com/bia/bia-tiger-330ml,,2025-11-22,TIGER_330ML_1
bachhoaxanh,1253021000244,6 chai bia Corona Extra 300ml,Corona,6 chai bia corona extra 300ml,Chai,6,,300ml,172000,172000,,https://www.bachhoaxanh.com/bia/6-chai-bia-corona-extra-300ml,,2025-11-22,CORONA_300ML_6
bachhoaxanh,1253021000243,Bia Corona Extra 300ml,Corona,bia corona extra 300ml,Lon,1,,300ml,30500,23000,25%,https://www.bachhoaxanh.com/bia/bia-corona-extra-300ml,,2025-11-22,CORONA_300ML_1
bachhoaxanh,1253021000038,6 lon bia Heineken Silver 250ml,Heineken,6 lon bia heineken silver 250ml,Lon,6,,250ml,94000,94000,,https://www.bachhoaxanh.com/bia/6-lon-bia-heineken-silver-250ml,,2025-11-22,HEINEKEN_250ML_6
bachhoaxanh,1253021000237,6 lon bia Sài Gòn Export Premium 330ml,Sài Gòn,6 lon bia sai gon export premium 330ml,Lon,6,,330ml,74500,74500,,https://www.bachhoaxanh.com/bia/6-lon-bia-sai-gon-export-premium-330ml,,2025-11-22,SÀIGÒN_330ML_6
bachhoaxanh,1253021000236,Bia Sài Gòn Export Premium 330ml,Sài Gòn,bia sai gon export premium 330ml,Lon,1,,330ml,12700,12700,,https://www.bachhoaxanh.com/bia/bia-sai-gon-export-premium-330ml,,2025-11-22,SÀIGÒN_330ML_1
bachhoaxanh,1253021000221,Bia Hoegaarden đào lon 500ml,Hoegaarden,bia hoegaarden ao lon 500ml,Lon,1,,500ml,38000,38000,,https://www.bachhoaxanh.com/bia/bia-hoegaarden-peach-vi-dao-lon-500ml,,2025-11-22,HOEGAARDEN_500ML_1
bachhoaxanh,1253022000285,Nước táo lên men Somersby lon 330ml,Somersby,nuoc tao len men somersby lon 330ml,Lon,1,,330ml,21000,21000,,https://www.bachhoaxanh.com/bia/nuoc-tao-len-men-somersby-lon-330ml,,2025-11-22,SOMERSBY_330ML_1
bachhoaxanh,1063082000726,Cocktail việt quất Chill Blueberry Vodka lon 320ml,Chill,cocktail viet quat chill blueberry vodka lon 320ml,Lon,1,,320ml,24000,14500,40%,https://www.bachhoaxanh.com/bia/nuoc-trai-cay-len-men-chill-blueberry-vodka-vi-viet-quat-lon-330ml,,2025-11-22,CHILL_320ML_1
bachhoaxanh,1063082000737,6 lon cocktail dâu Chill Strawberry Vodka 320ml,Chill,6 lon cocktail dau chill strawberry vodka 320ml,Lon,6,,320ml,139000,87000,37%,https://www.bachhoaxanh.com/bia/6-lon-nuoc-trai-cay-len-men-chill-strawberry-vodka-vi-dau-330ml,,2025-11-22,CHILL_320ML_6
bachhoaxanh,1063082000725,Cocktail dâu Chill Strawberry Vodka lon 320ml,Chill,cocktail dau chill strawberry vodka lon 320ml,Lon,1,,320ml,24000,24000,,https://www.bachhoaxanh.com/bia/nuoc-trai-cay-len-men-chill-strawberry-vodka-vi-dau-lon-330ml,,2025-11-22,CHILL_320ML_1
bachhoaxanh,1063082000724,Cocktail vải hoa hồng Chill Rose Lychee Vodka lon 320ml,Chill,cocktail vai hoa hong chill rose lychee vodka lon 320ml,Lon,1,,320ml,24000,14500,40%,https://www.bachhoaxanh.com/bia/nuoc-trai-cay-len-men-chill-rose-lychee-vodka-vi-vai-hoa-hong-lon-330ml,,2025-11-22,CHILL_320ML_1
bachhoaxanh,1063082000723,Cocktail đào Chill Peach Vodka lon 320ml,Chill,cocktail ao chill peach vodka lon 320ml,Lon,1,,320ml,24000,14500,40%,https://www.bachhoaxanh.com/bia/nuoc-trai-cay-len-men-chill-peach-vodka-vi-dao-lon-330ml,,2025-11-22,CHILL_320ML_1
bachhoaxanh,1253021000209,4 lon bia tuyết Edelweiss 330ml,Edelweiss,4 lon bia tuyet edelweiss 330ml,Lon,4,,330ml,85000,85000,,https://www.bachhoaxanh.com/bia/4-lon-bia-tuyet-edelweiss-330ml,,2025-11-22,EDELWEISS_330ML_4
bachhoaxanh,1253021000207,Bia tuyết Edelweiss lon 330ml,Edelweiss,bia tuyet edelweiss lon 330ml,Lon,1,,330ml,22000,22000,,https://www.bachhoaxanh.com/bia/bia-tuyet-edelweiss-lon-330ml,,2025-11-22,EDELWEISS_330ML_1
bachhoaxanh,1253021000192,6 lon bia Sài Gòn Special Sleek 330ml,Sài Gòn,6 lon bia sai gon special sleek 330ml,Lon,6,,330ml,101000,101000,,https://www.bachhoaxanh.com/bia/6-lon-bia-sai-gon-special-sleek-330ml,,2025-11-22,SÀIGÒN_330ML_6
bachhoaxanh,1253021000191,Bia Sài Gòn Special Sleek lon 330ml,Sài Gòn,bia sai gon special sleek lon 330ml,Lon,1,,330ml,17000,17000,,https://www.bachhoaxanh.com/bia/bia-sai-gon-special-sleek-lon-330ml,,2025-11-22,SÀIGÒN_330ML_1
bachhoaxanh,1253021000189,6 lon Bia Red Ruby 330ml,Red Ruby,6 lon bia red ruby 330ml,Lon,6,,330ml,71000,71000,,https://www.bachhoaxanh.com/bia/loc-6-lon-bia-red-ruby-lon-330ml,,2025-11-22,REDRUBY_330ML_6
bachhoaxanh,1253021000185,Bia Red Ruby lon 330ml,Red Ruby,bia red ruby lon 330ml,Lon,1,,330ml,12700,12700,,https://www.bachhoaxanh.com/bia/bia-red-ruby-lon-330ml,,2025-11-22,REDRUBY_330ML_1
bachhoaxanh,1253022000208,6 lon Strongbow táo 320ml,Strongbow,6 lon strongbow tao 320ml,Lon,6,,320ml,125000,125000,,https://www.bachhoaxanh.com/bia/loc-6-lon-strongbow-tao-330ml,,2025-11-22,STRONGBOW_320ML_6
bachhoaxanh,1253022000207,6 lon Strongbow dâu 320ml,Strongbow,6 lon strongbow dau 320ml,Lon,6,,320ml,125000,125000,,https://www.bachhoaxanh.com/bia/loc-6-lon-strongbow-dau-330ml,,2025-11-22,STRONGBOW_320ML_6
bachhoaxanh,1253022000210,6 lon Strongbow dâu đen 320ml,Strongbow,6 lon strongbow dau en 320ml,Lon,6,,320ml,125000,125000,,https://www.bachhoaxanh.com/bia/loc-6-lon-strongbow-dau-den-330ml,,2025-11-22,STRONGBOW_320ML_6
bachhoaxanh,1253021000158,6 lon bia Blanc 1664 330ml,1664 Blanc,6 lon bia blanc 1664 330ml,Lon,6,,330ml,120000,120000,,https://www.bachhoaxanh.com/bia/loc-6-lon-bia-kronenbourg-1664-blanc-330ml,,2025-11-22,1664BLANC_330ML_6
bachhoaxanh,1253021000157,Bia Blanc 1664 lon 330ml,1664 Blanc,bia blanc 1664 lon 330ml,Lon,1,,330ml,20000,20000,,https://www.bachhoaxanh.com/bia/bia-kronenbourg-1664-blanc-lon-330ml,,2025-11-22,1664BLANC_330ML_1
bachhoaxanh,1253021000152,6 lon bia Tiger Platinum 330ml,Tiger,6 lon bia tiger platinum 330ml,Lon,6,,330ml,128000,128000,,https://www.bachhoaxanh.com/bia/loc-6-lon-bia-tiger-platinum-wheat-lager-330ml,,2025-11-22,TIGER_330ML_6
bachhoaxanh,1253021000151,Bia Tiger Platinum 330ml,Tiger,bia tiger platinum 330ml,Lon,1,,330ml,21500,21500,,https://www.bachhoaxanh.com/bia/bia-tiger-platinum-wheat-lager-lon-330ml,,2025-11-22,TIGER_330ML_1
bachhoaxanh,1253021000143,Bia Sài Gòn Chill lon 330ml,Sài Gòn,bia sai gon chill lon 330ml,Lon,1,,330ml,18500,18500,,https://www.bachhoaxanh.com/bia/bia-sai-gon-chill-lon-330ml,,2025-11-22,SÀIGÒN_330ML_1
bachhoaxanh,1253021000080,6 lon Bia Việt 330ml,Bia Việt,6 lon bia viet 330ml,Lon,6,,330ml,69000,69000,,https://www.bachhoaxanh.com/bia/loc-6-lon-bia-viet-330ml,,2025-11-22,BIAVIỆT_330ML_6
bachhoaxanh,1253021000079,Bia Việt lon 330ml,Bia Việt,bia viet lon 330ml,Lon,1,,330ml,12300,12300,,https://www.bachhoaxanh.com/bia/bia-viet-330ml,,2025-11-22,BIAVIỆT_330ML_1
bachhoaxanh,1253021000057,6 lon bia Sài Gòn Export 330ml,Sài Gòn,6 lon bia sai gon export 330ml,Lon,6,,330ml,80000,80000,,https://www.bachhoaxanh.com/bia/6-lon-bia-sai-gon-export-330ml,,2025-11-22,SÀIGÒN_330ML_6
bachhoaxanh,1253021000056,Bia Sài Gòn Export lon 330ml,Sài Gòn,bia sai gon export lon 330ml,Lon,1,,330ml,14000,14000,,https://www.bachhoaxanh.com/bia/bia-sai-gon-export-330ml,,2025-11-22,SÀIGÒN_330ML_1
bachhoaxanh,1253021000037,Bia Heineken Silver lon 250ml,Heineken,bia heineken silver lon 250ml,Lon,1,,250ml,15900,15900,,https://www.bachhoaxanh.com/bia/bia-heineken-250ml,,2025-11-22,HEINEKEN_250ML_1
bachhoaxanh,1253021000033,6 lon bia Heineken Bạc 330ml,Heineken,6 lon bia heineken bac 330ml,Lon,6,,330ml,120000,120000,,https://www.bachhoaxanh.com/bia/loc-6-lon-bia-heineken-silver-330ml,,2025-11-22,HEINEKEN_330ML_6
bachhoaxanh,1253021000032,Bia Heineken Bạc lon 330ml,Heineken,bia heineken bac lon 330ml,Lon,1,,330ml,21000,21000,,https://www.bachhoaxanh.com/bia/bia-heineken-silver-lon-330ml,,2025-11-22,HEINEKEN_330ML_1
bachhoaxanh,1253021000021,Thùng 24 lon Hoegaarden White 330ml,Hoegaarden,thung 24 lon hoegaarden white 330ml,Thùng,24,,330ml,720000,720000,,https://www.bachhoaxanh.com/bia/bia-hoegaarden-white-thung-24-lon-330ml,,2025-11-22,HOEGAARDEN_330ML_24
bachhoaxanh,1253021000020,6 lon bia Hoegaarden White 330ml,Hoegaarden,6 lon bia hoegaarden white 330ml,Lon,6,,330ml,185000,185000,,https://www.bachhoaxanh.com/bia/bia-hoegaarden-white-loc-6-lon-330ml,,2025-11-22,HOEGAARDEN_330ML_6
bachhoaxanh,1253021000019,Bia Hoegaarden White lon 330ml,Hoegaarden,bia hoegaarden white lon 330ml,Lon,1,,330ml,31500,31500,,https://www.bachhoaxanh.com/bia/bia-hoegaarden-lon-330ml,,2025-11-22,HOEGAARDEN_330ML_1
bachhoaxanh,1253021000013,6 chai bia Hoegaarden 330ml,Hoegaarden,6 chai bia hoegaarden 330ml,Chai,6,,330ml,195000,195000,,https://www.bachhoaxanh.com/bia/bia-hoegaarden-white-chai-330ml-loc-6,,2025-11-22,HOEGAARDEN_330ML_6
bachhoaxanh,1253021000009,6 lon bia Budweiser 330ml,Budweiser,6 lon bia budweiser 330ml,Lon,6,,330ml,112000,112000,,https://www.bachhoaxanh.com/bia/bia-budweiser-lon-330ml-loc-6,,2025-11-22,BUDWEISER_330ML_6
bachhoaxanh,1253021000004,6 lon bia Sài Gòn Lager 330ml,Sài Gòn,6 lon bia sai gon lager 330ml,Lon,6,,330ml,72500,72500,,https://www.bachhoaxanh.com/bia/bia-sai-gon-lager-lon-330ml-loc-6,,2025-11-22,SÀIGÒN_330ML_6
bachhoaxanh,1253021000010,6 lon bia Budweiser 500ml,Budweiser,6 lon bia budweiser 500ml,Lon,6,,500ml,179000,179000,,https://www.bachhoaxanh.com/bia/bia-budweiser-lon-500ml-loc-6,,2025-11-22,BUDWEISER_500ML_6
bachhoaxanh,1253021000015,6 lon bia Larue Special 330ml,Larue,6 lon bia larue special 330ml,Lon,6,,330ml,71500,71500,,https://www.bachhoaxanh.com/bia/bia-larue-loc-6-lon-330ml,,2025-11-22,LARUE_330ML_6
bachhoaxanh,1253022000001,Strongbow dâu đen lon 320ml,Strongbow,strongbow dau en lon 320ml,Lon,1,,320ml,21500,21500,,https://www.bachhoaxanh.com/bia/strongbow-dau-den-lon-330ml,,2025-11-22,STRONGBOW_320ML_1
bachhoaxanh,1063022000019,Strongbow táo lon 320ml,Strongbow,strongbow tao lon 320ml,Lon,1,,320ml,21500,21500,,https://www.bachhoaxanh.com/bia/strongbow-tao-330ml,,2025-11-22,STRONGBOW_320ML_1
bachhoaxanh,1063022000032,Thùng 24 lon Strongbow dâu 320ml,Strongbow,thung 24 lon strongbow dau 320ml,Thùng,24,,320ml,489000,489000,,https://www.bachhoaxanh.com/bia/nuoc-ep-len-men-strongbow-vi-dau-thung-24-lon,,2025-11-22,STRONGBOW_320ML_24
bachhoaxanh,1063022000016,Strongbow dâu lon 320ml,Strongbow,strongbow dau lon 320ml,Lon,1,,320ml,21000,21000,,https://www.bachhoaxanh.com/bia/strongbow-dau-lon-330ml,,2025-11-22,STRONGBOW_320ML_1
bachhoaxanh,9892850000281,Bia Hoegaarden chai 330ml,Hoegaarden,bia hoegaarden chai 330ml,Chai,1,,330ml,34000,34000,,https://www.bachhoaxanh.com/bia/bia-hoegaarden-chai-330ml,,2025-11-22,HOEGAARDEN_330ML_1
bachhoaxanh,1063021000031,Bia Budweiser lon 500ml,Budweiser,bia budweiser lon 500ml,Lon,1,,500ml,30000,30000,,https://www.bachhoaxanh.com/bia/bia-budweiser-lon-500ml,,2025-11-22,BUDWEISER_500ML_1
bachhoaxanh,8936094291203,Bia Budweiser lon 330ml,Budweiser,bia budweiser lon 330ml,Lon,1,,330ml,19000,19000,,https://www.bachhoaxanh.com/bia/bia-budweiser-330ml,,2025-11-22,BUDWEISER_330ML_1
